+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                 ;
+---------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; fpga_ddr3_inst|fpga_ddr3_inst|dmaster|jtag_phy_embedded_in_jtag_master|normal.jtag_dc_streaming|jtag_streaming|idle_inserter          ; 12    ; 1              ; 0            ; 1              ; 10     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|dmaster|jtag_phy_embedded_in_jtag_master|normal.jtag_dc_streaming|jtag_streaming|idle_remover           ; 12    ; 2              ; 0            ; 2              ; 10     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|dmaster|jtag_phy_embedded_in_jtag_master|normal.jtag_dc_streaming|jtag_streaming                        ; 20    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|dmaster|jtag_phy_embedded_in_jtag_master|normal.jtag_dc_streaming                                       ; 19    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|dmaster|jtag_phy_embedded_in_jtag_master|node                                                           ; 4     ; 3              ; 0            ; 3              ; 8      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|dmaster|jtag_phy_embedded_in_jtag_master                                                                ; 38    ; 27             ; 0            ; 27             ; 11     ; 27              ; 27            ; 27              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|dmaster                                                                                                 ; 36    ; 0              ; 0            ; 0              ; 71     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|irq_mapper                                                                                           ; 2     ; 32             ; 2            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|avalon_st_adapter_003|error_adapter_0                                              ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|avalon_st_adapter_003                                                              ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|avalon_st_adapter_002|error_adapter_0                                              ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|avalon_st_adapter_002                                                              ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|avalon_st_adapter_001|error_adapter_0                                              ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|avalon_st_adapter_001                                                              ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|avalon_st_adapter|error_adapter_0                                                  ; 38    ; 1              ; 2            ; 1              ; 37     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|avalon_st_adapter                                                                  ; 38    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_mux_002                                                                        ; 116   ; 0              ; 2            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_mux_001|arb|adder                                                              ; 8     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_mux_001|arb                                                                    ; 6     ; 0              ; 4            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_mux_001                                                                        ; 229   ; 0              ; 0            ; 0              ; 115    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_mux|arb|adder                                                                  ; 16    ; 8              ; 0            ; 8              ; 8      ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_mux|arb                                                                        ; 8     ; 0              ; 4            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_mux                                                                            ; 455   ; 0              ; 0            ; 0              ; 117    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_demux_003                                                                      ; 117   ; 4              ; 2            ; 4              ; 227    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_demux_002                                                                      ; 116   ; 1              ; 2            ; 1              ; 114    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_demux_001                                                                      ; 118   ; 9              ; 2            ; 9              ; 340    ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|rsp_demux                                                                          ; 116   ; 1              ; 2            ; 1              ; 114    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_mux_003|arb|adder                                                              ; 8     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_mux_003|arb                                                                    ; 6     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_mux_003                                                                        ; 229   ; 0              ; 0            ; 0              ; 115    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_mux_002                                                                        ; 116   ; 0              ; 2            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_mux_001|arb|adder                                                              ; 12    ; 3              ; 0            ; 3              ; 6      ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_mux_001|arb                                                                    ; 7     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_mux_001                                                                        ; 342   ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_mux                                                                            ; 116   ; 0              ; 2            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_demux_002                                                                      ; 116   ; 1              ; 2            ; 1              ; 114    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_demux_001                                                                      ; 120   ; 4              ; 4            ; 4              ; 227    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cmd_demux                                                                          ; 119   ; 16             ; 2            ; 16             ; 453    ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|seq_bridge_m0_limiter                                                              ; 230   ; 0              ; 0            ; 0              ; 231    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_006|the_default_decode                                                      ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_006                                                                         ; 112   ; 0              ; 2            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_005|the_default_decode                                                      ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_005                                                                         ; 112   ; 0              ; 2            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_004|the_default_decode                                                      ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_004                                                                         ; 112   ; 0              ; 2            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_003|the_default_decode                                                      ; 0     ; 4              ; 0            ; 4              ; 4      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_003                                                                         ; 112   ; 0              ; 2            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_002|the_default_decode                                                      ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_002                                                                         ; 112   ; 6              ; 4            ; 6              ; 114    ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_001|the_default_decode                                                      ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router_001                                                                         ; 112   ; 0              ; 4            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router|the_default_decode                                                          ; 0     ; 6              ; 0            ; 6              ; 6      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|router                                                                             ; 112   ; 0              ; 4            ; 0              ; 114    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_reg_file_inst_avl_agent_rsp_fifo                                         ; 152   ; 39             ; 0            ; 39             ; 111    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_reg_file_inst_avl_agent|uncompressor                                     ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_reg_file_inst_avl_agent                                                  ; 301   ; 39             ; 41           ; 39             ; 332    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_scc_mgr_inst_avl_agent_rsp_fifo                                          ; 152   ; 39             ; 0            ; 39             ; 111    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_scc_mgr_inst_avl_agent|uncompressor                                      ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_scc_mgr_inst_avl_agent                                                   ; 301   ; 39             ; 41           ; 39             ; 332    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_mem_s1_agent_rsp_fifo                                                    ; 152   ; 39             ; 0            ; 39             ; 111    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_mem_s1_agent|uncompressor                                                ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_mem_s1_agent                                                             ; 301   ; 39             ; 41           ; 39             ; 332    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|hphy_bridge_s0_agent_rsp_fifo                                                      ; 152   ; 39             ; 0            ; 39             ; 111    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|hphy_bridge_s0_agent|uncompressor                                                  ; 48    ; 1              ; 0            ; 1              ; 46     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|hphy_bridge_s0_agent                                                               ; 301   ; 39             ; 41           ; 39             ; 332    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cpu_inst_instruction_master_agent                                                  ; 191   ; 35             ; 82           ; 35             ; 144    ; 35              ; 35            ; 35              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|seq_bridge_m0_agent                                                                ; 191   ; 35             ; 82           ; 35             ; 144    ; 35              ; 35            ; 35              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cpu_inst_data_master_agent                                                         ; 191   ; 35             ; 82           ; 35             ; 144    ; 35              ; 35            ; 35              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_reg_file_inst_avl_translator                                             ; 115   ; 5              ; 28           ; 5              ; 76     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_scc_mgr_inst_avl_translator                                              ; 115   ; 5              ; 19           ; 5              ; 81     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|sequencer_mem_s1_translator                                                        ; 115   ; 6              ; 19           ; 6              ; 85     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|hphy_bridge_s0_translator                                                          ; 115   ; 5              ; 16           ; 5              ; 84     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cpu_inst_instruction_master_translator                                             ; 101   ; 66             ; 0            ; 66             ; 108    ; 66              ; 66            ; 66              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|seq_bridge_m0_translator                                                           ; 116   ; 10             ; 2            ; 10             ; 109    ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0|cpu_inst_data_master_translator                                                    ; 104   ; 25             ; 0            ; 25             ; 108    ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|mm_interconnect_0                                                                                    ; 281   ; 0              ; 0            ; 0              ; 290    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|seq_bridge                                                                                           ; 110   ; 2              ; 0            ; 2              ; 106    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|sequencer_mem|the_altsyncram|auto_generated                                                          ; 52    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|sequencer_mem                                                                                        ; 54    ; 0              ; 1            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|hphy_bridge                                                                                          ; 94    ; 9              ; 1            ; 9              ; 83     ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|sequencer_reg_file_inst|altsyncram_component|auto_generated                                          ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|sequencer_reg_file_inst                                                                              ; 44    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|sequencer_scc_mgr_inst|sequencer_scc_family_wrapper|sequencer_scc_phase_decode_dqe_inst              ; 19    ; 16             ; 0            ; 16             ; 4      ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fpga_ddr3_inst|fpga_ddr3_inst|s0|sequencer_scc_mgr_inst|sequencer_scc_family_wrapper                                                  ; 21    ; 0              ; 0            ; 0              ; 55     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
